City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,soligalich,59.0778,42.2864,277.38,92,100,3.3,RU,2024-10-26 15:00:00
301,rambervillers,48.3424,6.6358,289.99,77,99,1.91,FR,2024-10-26 15:00:00
302,harstad,68.799,16.5293,278.66,88,100,4.67,NO,2024-10-26 15:00:00
303,n'zeto,-7.2312,12.8666,298.5,80,99,4.17,AO,2024-10-26 15:00:00
304,glendive,47.1053,-104.7125,281.2,80,0,1.29,US,2024-10-26 15:00:00
305,araripina,-7.5761,-40.4983,309.96,16,7,3.92,BR,2024-10-26 15:00:00
306,santa maria,-29.6842,-53.8069,291.65,59,75,3.39,BR,2024-10-26 15:00:00
307,castillos,-34.1667,-53.8333,290.45,41,1,4.88,UY,2024-10-26 15:00:00
308,mandalgovi,45.7625,106.2708,276.65,66,3,2.96,MN,2024-10-26 15:00:00
309,kenai,60.5544,-151.2583,272.43,97,0,2.19,US,2024-10-26 15:00:00
310,priob'ye,62.5206,65.5964,274.03,86,100,1.18,RU,2024-10-26 15:00:00
311,lae,-6.7221,146.9847,295.06,90,85,2.62,PG,2024-10-26 15:00:00
312,fedorovka,53.6314,62.7078,279.24,69,94,2.11,KZ,2024-10-26 15:00:00
313,beyneu,45.3167,55.2,281.46,85,100,2.93,KZ,2024-10-26 15:00:00
314,kristiansund,63.1115,7.732,287.51,51,75,6.21,NO,2024-10-26 15:00:00
315,basco,20.4487,121.9702,301.56,78,29,4.29,PH,2024-10-26 15:00:00
316,calama,-22.4667,-68.9333,297.59,5,0,4.05,CL,2024-10-26 15:00:00
317,bongor,10.2806,15.3722,307.5,22,81,2.5,TD,2024-10-26 15:00:00
318,ishpeming,46.4885,-87.6676,278.52,67,6,3.57,US,2024-10-26 15:00:00
319,birao,10.2849,22.7882,304.61,27,100,2.4,CF,2024-10-26 15:00:00
320,nagireddipalli,14.2667,79.1,300.53,59,61,1.49,IN,2024-10-26 15:00:00
321,guarapari,-20.6667,-40.4975,302.97,66,88,5.62,BR,2024-10-26 15:00:00
322,maralal,1.0968,36.698,296.71,40,100,4.93,KE,2024-10-26 15:00:00
323,kerikeri,-35.2268,173.9474,285.94,93,99,1.79,NZ,2024-10-26 15:00:00
324,kaa-khem,51.6833,94.7333,277.51,62,76,1.27,RU,2024-10-26 15:00:00
325,gurun,5.8172,100.4738,295.24,91,96,0.72,MY,2024-10-26 15:00:00
326,coquimbo,-29.9533,-71.3436,289.81,82,75,3.99,CL,2024-10-26 15:00:00
327,tura,25.5198,90.2201,294.91,89,66,1.53,IN,2024-10-26 15:00:00
328,wuxue,29.8506,115.5525,291.85,77,100,1.85,CN,2024-10-26 15:00:00
329,krasnovishersk,60.4078,57.082,275.08,91,100,1.12,RU,2024-10-26 15:00:00
330,polyarnyy,69.1989,33.4478,276.66,82,79,8.12,RU,2024-10-26 15:00:00
331,palu,-0.8917,119.8707,298.13,100,100,0.58,ID,2024-10-26 15:00:00
332,fale old settlement,-9.3852,-171.2468,301.6,77,17,6.25,TK,2024-10-26 15:00:00
333,san-pedro,4.7485,-6.6363,301.19,74,60,3.36,CI,2024-10-26 15:00:00
334,idri,27.5,13.2667,301.28,19,6,5.28,LY,2024-10-26 15:00:00
335,sandnessjoen,66.0217,12.6316,286.21,47,75,10.53,NO,2024-10-26 15:00:00
336,labe,11.3182,-12.2833,300.71,44,25,3.22,GN,2024-10-26 15:00:00
337,fairview,40.8126,-73.999,288.89,45,0,6.25,US,2024-10-26 15:00:00
338,selfoss,63.9331,-20.9971,276.96,74,61,10.28,IS,2024-10-26 15:00:00
339,paita,-5.0892,-81.1144,294.33,71,84,4.33,PE,2024-10-26 15:00:00
340,east london,-33.0153,27.9116,292.94,72,75,5.93,ZA,2024-10-26 15:00:00
341,mar del plata,-38.0023,-57.5575,293.12,39,0,6.48,AR,2024-10-26 15:00:00
342,novyy urgal,51.0736,132.5642,269.6,66,76,0.72,RU,2024-10-26 15:00:00
343,nadvoitsy,63.8667,34.3167,277.86,89,1,2.94,RU,2024-10-26 15:00:00
344,ugento,39.9263,18.1574,293.72,59,76,2.95,IT,2024-10-26 15:00:00
345,tyukalinsk,55.8732,72.1967,278.06,85,100,2.27,RU,2024-10-26 15:00:00
346,zielona gora,51.9355,15.5064,288.89,63,29,1.76,PL,2024-10-26 15:00:00
347,liberal,37.0431,-100.921,283.56,70,0,2.99,US,2024-10-26 15:00:00
348,hithadhoo,-0.6,73.0833,301.37,68,3,2.07,MV,2024-10-26 15:00:00
349,ad dawadimi,24.5077,44.3924,299.79,38,96,6.16,SA,2024-10-26 15:00:00
350,usogorsk,63.4106,48.6872,275.09,97,100,3.18,RU,2024-10-26 15:00:00
351,tralee,52.2704,-9.7026,286.29,88,75,4.7,IE,2024-10-26 15:00:00
352,shangqiu,34.45,115.65,290.93,61,100,2.01,CN,2024-10-26 15:00:00
353,sainte-adresse,49.5089,0.0845,287.39,88,100,2.83,FR,2024-10-26 15:00:00
354,sava,40.4034,17.5584,294.71,68,0,3.52,IT,2024-10-26 15:00:00
355,garoowe,8.4054,48.4845,302.76,53,68,7.99,SO,2024-10-26 15:00:00
356,rio preto da eva,-2.6994,-59.6997,312.1,27,51,2.65,BR,2024-10-26 15:00:00
357,kudahuvadhoo,2.6708,72.8944,301.55,70,90,5.01,MV,2024-10-26 15:00:00
358,tajpur,29.1667,78.4833,297.57,65,0,2.07,IN,2024-10-26 15:00:00
359,cestos city,5.46,-9.5828,300.51,80,77,3.59,LR,2024-10-26 15:00:00
360,ust'-ilimsk,58.0006,102.6619,275.9,98,100,3.48,RU,2024-10-26 15:00:00
361,ivins,37.1686,-113.6794,291.4,26,100,1.74,US,2024-10-26 15:00:00
362,coron,11.9986,120.2043,298.04,96,100,5.49,PH,2024-10-26 15:00:00
363,balikpapan,-1.2675,116.8289,300.7,74,40,3.11,ID,2024-10-26 15:00:00
364,hafar al-batin,28.4328,45.9708,289.85,94,75,2.86,SA,2024-10-26 15:00:00
365,beloyarskiy,63.7119,66.6722,272.35,89,97,0.74,RU,2024-10-26 15:00:00
366,sultanpur,26.2667,82.0667,300.69,61,45,2.43,IN,2024-10-26 15:00:00
367,uttar char fasson,22.2332,90.7132,300.07,80,66,0.94,BD,2024-10-26 15:00:00
368,loango,-4.6719,11.8312,298.93,84,99,4.56,CG,2024-10-26 15:00:00
369,igrim,63.1906,64.4162,273.72,87,100,1.46,RU,2024-10-26 15:00:00
370,paracuru,-3.41,-39.0306,302.44,58,90,6.91,BR,2024-10-26 15:00:00
371,longquan,24.6719,102.1613,292.19,82,100,1.67,CN,2024-10-26 15:00:00
372,am timan,11.0297,20.2827,305.75,30,100,2.31,TD,2024-10-26 15:00:00
373,manakara,-22.1333,48.0167,297.61,85,1,4.38,MG,2024-10-26 15:00:00
374,jessheim,60.1415,11.1752,280.93,89,100,1.74,NO,2024-10-26 15:00:00
375,hammerfest,70.6634,23.6821,278.4,75,40,6.76,NO,2024-10-26 15:00:00
376,panama city beach,30.1766,-85.8055,298.34,66,0,2.05,US,2024-10-26 15:00:00
377,hays,30.0502,-98.0336,297.67,79,0,1.89,US,2024-10-26 15:00:00
378,tocopilla,-22.092,-70.1979,292.73,69,5,3.57,CL,2024-10-26 15:00:00
379,xiuyan,40.2928,123.2744,284.06,83,100,2.57,CN,2024-10-26 15:00:00
380,catanzaro,38.8908,16.5987,293.01,75,96,2.7,IT,2024-10-26 15:00:00
381,al mutayrifi,25.4788,49.5576,301.34,43,27,6.61,SA,2024-10-26 15:00:00
382,cedeira,43.6797,-8.0209,286.94,86,95,3.73,ES,2024-10-26 15:00:00
383,lionel town,17.8101,-77.2406,304.26,62,24,2.55,JM,2024-10-26 15:00:00
384,bubaque,11.2833,-15.8333,301.77,77,53,2.54,GW,2024-10-26 15:00:00
385,avellaneda,-29.1176,-59.6583,295.09,35,0,2.98,AR,2024-10-26 15:00:00
386,medina de rioseco,41.8833,-5.0441,283.44,52,100,2.3,ES,2024-10-26 15:00:00
387,geraldton,-28.7667,114.6,290.46,72,0,9.97,AU,2024-10-26 15:00:00
388,mil'kovo,55.6078,37.7956,281.65,86,97,3.25,RU,2024-10-26 15:00:00
389,keflavik,64.0049,-22.5624,277.77,75,75,12.34,IS,2024-10-26 15:00:00
390,richards bay,-28.783,32.0377,293.26,74,65,2.22,ZA,2024-10-26 15:00:00
391,langepas,61.2544,75.2124,277.08,94,100,0.82,RU,2024-10-26 15:00:00
392,salinas,36.6777,-121.6555,286.85,70,0,1.37,US,2024-10-26 15:00:00
393,huarmey,-10.0681,-78.1522,292.4,81,79,2.83,PE,2024-10-26 15:00:00
394,antsiranana,-12.2787,49.2917,302.57,54,20,4.6,MG,2024-10-26 15:00:00
395,bandarbeyla,9.4942,50.8122,299.76,82,12,4.94,SO,2024-10-26 15:00:00
396,rongelap,11.1635,166.8941,301.47,79,74,5.61,MH,2024-10-26 15:00:00
397,mont-dore,-22.2833,166.5833,293.85,92,61,0.1,NC,2024-10-26 15:00:00
398,redencao,-4.2258,-38.7306,307.68,30,45,3.52,BR,2024-10-26 15:00:00
399,bytow,54.1706,17.4919,287.03,72,1,0.88,PL,2024-10-26 15:00:00
400,mitu,1.1983,-70.1733,306.38,51,72,1.47,CO,2024-10-26 15:00:00
401,natal,-5.795,-35.2094,303.27,54,40,5.23,BR,2024-10-26 15:00:00
402,champerico,14.3,-91.9167,300.89,73,12,0.62,GT,2024-10-26 15:00:00
403,karlskrona,56.1616,15.5866,285.4,90,0,1.75,SE,2024-10-26 15:00:00
404,mugumu,-1.85,34.7,293.32,72,100,0.87,TZ,2024-10-26 15:00:00
405,nuriootpa,-34.4833,139.0,286.79,48,96,2.23,AU,2024-10-26 15:00:00
406,tutoia,-2.7619,-42.2744,303.15,59,9,6.93,BR,2024-10-26 15:00:00
407,tanout,14.9709,8.8879,306.22,11,83,6.76,NE,2024-10-26 15:00:00
408,manokwari,-0.8667,134.0833,299.38,81,83,1.77,ID,2024-10-26 15:00:00
409,crane,31.3974,-102.3501,291.1,45,0,6.14,US,2024-10-26 15:00:00
410,alta,69.9689,23.2717,277.94,69,0,5.69,NO,2024-10-26 15:00:00
411,rockland,41.1668,-74.0496,288.27,49,24,6.16,US,2024-10-26 15:00:00
412,island harbour,50.724,-1.2758,288.61,70,48,3.31,GB,2024-10-26 15:00:00
413,ceelbuur,4.685,46.6176,305.44,47,98,7.22,SO,2024-10-26 15:00:00
414,malinyi,-8.9333,36.1333,306.79,33,99,2.84,TZ,2024-10-26 15:00:00
415,aykhal,66.0,111.5,263.65,96,100,2.39,RU,2024-10-26 15:00:00
416,tateyama,34.9833,139.8667,293.41,80,100,4.38,JP,2024-10-26 15:00:00
417,pontianak,-0.0333,109.3333,299.14,94,20,2.13,ID,2024-10-26 15:00:00
418,islamkot,24.6997,70.177,304.42,37,1,3.91,PK,2024-10-26 15:00:00
419,helena valley west central,46.6629,-112.0604,278.46,75,0,1.34,US,2024-10-26 15:00:00
420,hasaki,35.7333,140.8333,293.81,69,100,4.15,JP,2024-10-26 15:00:00
421,balasore,21.4942,86.9317,298.51,89,99,2.32,IN,2024-10-26 15:00:00
422,ola,59.5833,151.2833,265.52,56,100,6.16,RU,2024-10-26 15:00:00
423,mount gambier,-37.8333,140.7667,282.59,92,17,1.64,AU,2024-10-26 15:00:00
424,guozhen,34.3659,107.359,285.15,75,100,2.06,CN,2024-10-26 15:00:00
425,handan,36.6006,114.4678,291.63,46,100,1.94,CN,2024-10-26 15:00:00
426,belmonte,-15.8631,-38.8828,301.68,63,77,5.53,BR,2024-10-26 15:00:00
427,kuanda,56.3161,116.0806,266.36,84,100,0.07,RU,2024-10-26 15:00:00
428,argo,37.6333,22.7333,294.55,31,9,2.27,GR,2024-10-26 15:00:00
429,ouadda,8.0777,22.4007,300.96,62,100,2.31,CF,2024-10-26 15:00:00
430,juegang,32.3174,121.1855,292.85,96,100,5.98,CN,2024-10-26 15:00:00
431,balaipungut,1.05,101.2833,298.73,85,87,1.24,ID,2024-10-26 15:00:00
432,barcelos,41.5388,-8.6151,288.06,82,85,4.03,PT,2024-10-26 15:00:00
433,moussoro,13.6408,16.4901,307.89,10,48,5.24,TD,2024-10-26 15:00:00
434,dera ghazi khan,30.0561,70.6348,305.12,18,0,2.58,PK,2024-10-26 15:00:00
435,cockburn town,21.4612,-71.1419,301.18,73,100,9.4,TC,2024-10-26 15:00:00
436,puerto colombia,10.9878,-74.9547,305.2,64,49,0.45,CO,2024-10-26 15:00:00
437,ambovombe,-25.1667,46.0833,296.04,78,72,3.16,MG,2024-10-26 15:00:00
438,zhangye,38.9342,100.4517,282.27,42,100,1.77,CN,2024-10-26 15:00:00
439,hobart,-42.8794,147.3294,285.4,64,100,2.8,AU,2024-10-26 15:00:00
440,port augusta,-32.5,137.7667,292.82,37,100,5.01,AU,2024-10-26 15:00:00
441,mirialguda,16.8667,79.5833,298.16,73,7,3.45,IN,2024-10-26 15:00:00
442,nova venecia,-18.7106,-40.4006,307.29,44,18,2.26,BR,2024-10-26 15:00:00
443,baranchinskiy,58.1617,59.6991,275.59,96,100,1.1,RU,2024-10-26 15:00:00
444,guixi,28.2886,117.2133,292.74,93,100,0.73,CN,2024-10-26 15:00:00
445,san luis de la loma,17.2706,-100.8939,300.93,72,0,0.81,MX,2024-10-26 15:00:00
446,saint-pierre,-21.3393,55.4781,298.97,78,75,0.96,RE,2024-10-26 15:00:00
447,saint-paul,-21.0096,55.2707,298.32,78,23,0.68,RE,2024-10-26 15:00:00
448,lawas,13.764,121.0566,298.87,86,61,1.44,PH,2024-10-26 15:00:00
449,birobidzhan,48.8,132.95,274.16,51,100,1.41,RU,2024-10-26 15:00:00
450,tofol,5.3248,163.0078,301.96,66,100,1.37,FM,2024-10-26 15:00:00
451,yemva,62.59,50.8594,275.17,80,100,3.33,RU,2024-10-26 15:00:00
452,tucurui,-3.7661,-49.6725,310.48,34,3,2.39,BR,2024-10-26 15:00:00
453,mayfield,36.7417,-88.6367,288.33,82,100,5.5,US,2024-10-26 15:00:00
454,molina,-35.1167,-71.2833,289.52,76,20,3.11,CL,2024-10-26 15:00:00
455,ceeldheer,3.8488,47.1806,300.0,77,88,5.24,SO,2024-10-26 15:00:00
456,gadzhiyevo,69.2551,33.3362,276.71,82,89,8.32,RU,2024-10-26 15:00:00
457,tsiombe,-25.3,45.4833,297.38,67,62,3.18,MG,2024-10-26 15:00:00
458,antonio enes,-16.2325,39.9086,300.06,79,48,7.36,MZ,2024-10-26 15:00:00
459,itupiranga,-5.1347,-49.3267,309.29,37,8,2.08,BR,2024-10-26 15:00:00
460,sovetskaya gavan',48.9723,140.2878,275.49,54,75,4.91,RU,2024-10-26 15:00:00
461,fedorovskiy,45.0972,40.9517,280.97,57,6,2.33,RU,2024-10-26 15:00:00
462,urumqi,43.801,87.6005,283.48,71,0,1.65,CN,2024-10-26 15:00:00
463,mombasa,-4.0547,39.6636,301.38,78,40,4.39,KE,2024-10-26 15:00:00
464,kalevala,65.2,31.1667,276.86,86,24,1.51,RU,2024-10-26 15:00:00
465,tongliao,43.6125,122.2653,275.78,97,100,3.11,CN,2024-10-26 15:00:00
466,zastron,-30.3023,27.084,298.81,10,0,6.2,ZA,2024-10-26 15:00:00
467,fisterra,42.9049,-9.2629,288.79,78,42,11.44,ES,2024-10-26 15:00:00
468,port said,31.2565,32.2841,298.14,65,0,7.69,EG,2024-10-26 15:00:00
469,tekman,39.6436,41.5078,277.15,62,17,4.59,TR,2024-10-26 15:00:00
470,forster,-32.1667,152.5167,285.53,96,98,2.41,AU,2024-10-26 15:00:00
471,gamba,-2.65,10.0,299.58,79,89,3.96,GA,2024-10-26 15:00:00
472,kisangani,0.5167,25.2,299.35,78,40,1.25,CD,2024-10-26 15:00:00
473,lazaro cardenas,17.9583,-102.2,300.62,77,0,0.99,MX,2024-10-26 15:00:00
474,the pas,53.8251,-101.2541,272.6,93,0,1.03,CA,2024-10-26 15:00:00
475,nautanwa,27.4333,83.4167,298.23,70,0,2.27,IN,2024-10-26 15:00:00
476,brixham,50.3943,-3.5159,289.66,71,1,3.98,GB,2024-10-26 15:00:00
477,homer,59.6425,-151.5483,273.88,86,40,2.04,US,2024-10-26 15:00:00
478,porto novo,6.4965,2.6036,303.05,73,59,2.76,BJ,2024-10-26 15:00:00
479,erenhot,43.6475,111.9767,277.82,54,0,3.17,CN,2024-10-26 15:00:00
480,susuman,62.7833,148.1667,249.02,99,100,0.96,RU,2024-10-26 15:00:00
481,culaba,11.6578,124.5425,300.69,82,46,4.95,PH,2024-10-26 15:00:00
482,ahlat,38.7518,42.4814,281.14,42,95,4.44,TR,2024-10-26 15:00:00
483,guntakal junction,15.1667,77.3833,298.24,60,19,3.0,IN,2024-10-26 15:00:00
484,pinheiro machado,-31.5783,-53.3811,287.62,73,1,4.55,BR,2024-10-26 15:00:00
485,alotau,-10.3069,150.4462,296.79,93,71,1.18,PG,2024-10-26 15:00:00
486,taza,34.25,-3.75,290.48,45,8,9.77,MA,2024-10-26 15:00:00
487,hilton head island,32.2163,-80.7526,297.12,88,0,1.74,US,2024-10-26 15:00:00
488,prince rupert,54.3161,-130.3201,281.25,87,100,4.45,CA,2024-10-26 15:00:00
489,ebon,4.582,168.6964,300.87,72,57,2.81,MH,2024-10-26 15:00:00
490,ravar,31.2656,56.8055,290.06,29,5,0.77,IR,2024-10-26 15:00:00
491,nova vicosa,-17.8919,-39.3719,305.09,53,10,5.79,BR,2024-10-26 15:00:00
492,kostomuksha,64.571,30.5767,276.48,90,3,1.93,RU,2024-10-26 15:00:00
493,warrenton,-28.114,24.8475,306.62,4,79,9.66,ZA,2024-10-26 15:00:00
494,zaranj,30.9667,61.8833,294.48,24,0,2.98,AF,2024-10-26 15:00:00
495,bacalar,18.6667,-88.3833,297.36,93,92,2.9,MX,2024-10-26 15:00:00
496,newman,37.3138,-121.0208,287.43,40,42,2.05,US,2024-10-26 15:00:00
497,kuusamo,65.9667,29.1833,275.17,93,0,1.5,FI,2024-10-26 15:00:00
498,madimba,-10.4,40.3333,301.77,74,40,4.32,TZ,2024-10-26 15:00:00
499,obigarm,38.7173,69.7088,281.38,70,97,2.88,TJ,2024-10-26 15:00:00
500,zhezqazghan,47.7833,67.7667,281.21,93,40,1.89,KZ,2024-10-26 15:00:00
501,zapolyarnyy,69.4154,30.8136,274.64,85,42,4.86,RU,2024-10-26 15:00:00
502,horta,38.5333,-28.6333,293.72,68,20,2.51,PT,2024-10-26 15:00:00
503,papao,-17.75,-149.55,296.85,65,100,9.67,PF,2024-10-26 15:00:00
504,trapani,37.8333,12.6667,296.2,64,0,6.82,IT,2024-10-26 15:00:00
505,tromso,69.6496,18.957,279.16,65,75,5.71,NO,2024-10-26 15:00:00
506,dzhetygara,52.1908,61.2006,278.67,66,100,2.58,KZ,2024-10-26 15:00:00
507,adamovka,51.5223,59.9396,277.57,75,44,3.06,RU,2024-10-26 15:00:00
508,tangalle,6.024,80.7911,299.14,86,100,4.44,LK,2024-10-26 15:00:00
509,san julian,21.0167,-102.1667,286.36,60,0,2.67,MX,2024-10-26 15:00:00
510,lycksele,64.5954,18.6735,276.12,93,4,2.06,SE,2024-10-26 15:00:00
511,aroma,15.8167,36.1333,309.93,25,5,3.26,SD,2024-10-26 15:00:00
512,shimoda,34.6667,138.95,293.08,86,100,4.5,JP,2024-10-26 15:00:00
513,cooper's town,26.8667,-77.5167,297.98,70,29,5.2,BS,2024-10-26 15:00:00
514,capri,40.5507,14.2426,294.37,78,40,3.42,IT,2024-10-26 15:00:00
515,la rinconada,37.4873,-5.9826,291.35,74,75,6.22,ES,2024-10-26 15:00:00
516,patterson,37.4716,-121.1297,287.83,37,43,2.64,US,2024-10-26 15:00:00
517,sao jose da coroa grande,-8.8978,-35.1478,301.06,63,72,5.85,BR,2024-10-26 15:00:00
518,port blair,11.6667,92.75,300.64,89,40,3.22,IN,2024-10-26 15:00:00
519,botou,38.0667,116.5667,289.3,58,100,2.18,CN,2024-10-26 15:00:00
520,taradale,-39.5333,176.85,292.05,72,81,2.39,NZ,2024-10-26 15:00:00
521,mangai,-4.05,19.5333,296.7,88,100,0.66,CD,2024-10-26 15:00:00
522,fuling,29.7022,107.3919,293.25,78,97,1.26,CN,2024-10-26 15:00:00
523,pudasjarvi,65.3833,26.9167,276.13,94,9,1.98,FI,2024-10-26 15:00:00
524,tolbazy,54.0241,55.8825,276.19,97,100,2.3,RU,2024-10-26 15:00:00
525,arar,30.9753,41.0381,295.16,46,0,3.66,SA,2024-10-26 15:00:00
526,taro,-8.3862,115.28,293.32,88,81,0.45,ID,2024-10-26 15:00:00
527,mugia,43.1041,-9.2179,288.58,78,74,10.12,ES,2024-10-26 15:00:00
528,anthony,32.004,-106.6058,293.02,37,0,3.74,US,2024-10-26 15:00:00
529,uturoa,-16.7333,-151.4333,298.25,69,100,9.38,PF,2024-10-26 15:00:00
530,dongling,41.8144,123.5758,282.42,51,100,3.34,CN,2024-10-26 15:00:00
531,trashi yangtse,27.6116,91.498,288.56,91,47,2.18,BT,2024-10-26 15:00:00
532,kingaroy,-26.5333,151.8333,286.85,97,54,1.49,AU,2024-10-26 15:00:00
533,atafu village,-8.5421,-172.5159,301.51,78,45,6.87,TK,2024-10-26 15:00:00
534,ulladulla,-35.35,150.4667,282.51,81,50,2.28,AU,2024-10-26 15:00:00
535,simanggang,1.2472,111.4528,299.26,94,91,0.47,MY,2024-10-26 15:00:00
536,kaifeng,34.7911,114.3483,291.03,51,100,1.72,CN,2024-10-26 15:00:00
537,mbaiki,3.8678,17.9892,296.06,96,100,0.6,CF,2024-10-26 15:00:00
538,pratt,37.6439,-98.7376,284.21,53,0,3.36,US,2024-10-26 15:00:00
539,pandan,14.0453,124.1694,299.59,88,76,2.06,PH,2024-10-26 15:00:00
540,inarajan village,13.2736,144.7484,301.09,90,100,4.9,GU,2024-10-26 15:00:00
541,pacific grove,36.6177,-121.9166,287.12,73,0,2.85,US,2024-10-26 15:00:00
542,kourou,5.1552,-52.6478,305.39,52,7,5.0,GF,2024-10-26 15:00:00
543,bati,11.1833,40.0167,297.14,46,77,0.42,ET,2024-10-26 15:00:00
544,yakeshi,49.2833,120.7333,269.49,81,95,1.66,CN,2024-10-26 15:00:00
545,banbury,52.0602,-1.3403,287.7,85,99,2.12,GB,2024-10-26 15:00:00
546,kodungallur,10.2167,76.2167,301.15,93,40,0.71,IN,2024-10-26 15:00:00
547,meulaboh,4.1363,96.1285,299.24,85,100,1.44,ID,2024-10-26 15:00:00
548,san pedro pochutla,15.7333,-96.4667,302.43,68,1,1.06,MX,2024-10-26 15:00:00
549,tijara,27.9333,76.85,300.41,28,0,1.84,IN,2024-10-26 15:00:00
550,itacare,-14.2775,-38.9967,300.7,67,49,4.48,BR,2024-10-26 15:00:00
551,mount darwin,-16.7725,31.5838,307.98,18,34,4.51,ZW,2024-10-26 15:00:00
552,novo aripuana,-5.1206,-60.3797,313.04,27,19,1.74,BR,2024-10-26 15:00:00
553,hacienda huancane,-15.8222,-70.8856,283.71,28,96,0.75,PE,2024-10-26 15:00:00
554,zinjibar,13.1287,45.3807,302.82,68,17,6.02,YE,2024-10-26 15:00:00
555,port isabel,26.0734,-97.2086,300.13,88,0,3.01,US,2024-10-26 15:00:00
556,kendari,-3.945,122.4989,297.72,88,72,0.72,ID,2024-10-26 15:00:00
557,sokhumi,43.0033,41.0153,285.38,79,45,1.88,GE,2024-10-26 15:00:00
558,jiagedaqi,50.4167,124.1167,270.17,91,100,0.91,CN,2024-10-26 15:00:00
559,aguas vermelhas,-15.7472,-41.46,307.33,32,93,1.98,BR,2024-10-26 15:00:00
560,swakopmund,-22.6833,14.5333,288.7,77,80,6.74,NA,2024-10-26 15:00:00
561,kokopo,-4.352,152.2633,298.71,86,96,1.68,PG,2024-10-26 15:00:00
562,wuchuan,21.4571,110.7659,296.68,77,88,4.49,CN,2024-10-26 15:00:00
563,belyy yar,53.6039,91.3903,280.91,89,100,2.22,RU,2024-10-26 18:00:00
564,singaraja,-8.112,115.0882,299.15,80,0,4.06,ID,2024-10-26 18:00:00
565,hohhot,40.8106,111.6522,279.67,58,33,3.47,CN,2024-10-26 18:00:00
566,ashland,40.8167,-82.2665,286.43,77,64,6.0,US,2024-10-26 18:00:00
567,karratha,-20.7377,116.8463,305.21,15,6,5.42,AU,2024-10-26 18:00:00
568,saldanha,-33.0117,17.9442,291.51,85,98,6.44,ZA,2024-10-26 18:00:00
569,levuka,50.1834,-105.4011,282.5,44,87,5.87,CA,2024-10-26 18:00:00
570,tibiri,13.5627,7.0485,306.58,21,79,3.28,NE,2024-10-26 18:00:00
571,chibougamau,49.9168,-74.3659,275.01,88,100,6.7,CA,2024-10-26 18:00:00
572,katsuura,35.1333,140.3,293.89,78,100,4.74,JP,2024-10-26 18:00:00
573,krasnoturansk,54.3186,91.5639,280.05,75,100,1.51,RU,2024-10-26 18:00:00
574,vila franca do campo,37.7167,-25.4333,291.73,90,75,1.97,PT,2024-10-26 18:00:00
575,sitia,35.2,26.0986,292.26,70,14,4.9,GR,2024-10-26 18:00:00
576,nykvarn,59.8,18.3,281.73,91,93,1.8,SE,2024-10-26 18:00:00
577,khash,28.2211,61.2158,294.87,30,0,2.09,IR,2024-10-26 18:00:00
578,zhalantun,48.0,122.7167,273.1,93,90,1.9,CN,2024-10-26 18:00:00
579,ishigaki,24.3448,124.1572,300.9,85,40,4.76,JP,2024-10-26 18:00:00
580,midvagur,62.0511,-7.1939,280.09,75,61,11.03,FO,2024-10-26 18:00:00
581,yeppoon,-23.1333,150.7333,295.15,74,8,5.58,AU,2024-10-26 18:00:00
582,soure,-0.7167,-48.5233,302.74,67,93,5.98,BR,2024-10-26 18:00:00
583,emerald,-23.5333,148.1667,294.02,81,0,5.54,AU,2024-10-26 18:00:00
584,yamada,39.4667,141.95,283.97,91,50,1.52,JP,2024-10-26 18:00:00
585,yeed,4.55,43.0333,302.61,53,100,7.13,SO,2024-10-26 18:00:00
586,baker city,44.7749,-117.8344,287.08,57,69,2.12,US,2024-10-26 18:00:00
587,nantucket,41.2835,-70.0995,289.96,61,63,8.22,US,2024-10-26 18:00:00
